hangul,consonant,unicode,hanja
교,ㄱ,0654e,敎
교,ㄱ,06559,教
교,ㄱ,06648,晈
교,ㄱ,0669e,暞
교,ㄱ,066d2,曒
교,ㄱ,06821,校
교,ㄱ,069b7,榷
교,ㄱ,06a4b,橋
교,ㄱ,071c6,燆
교,ㄱ,072e1,狡
교,ㄱ,073d3,珓
교,ㄱ,0768e,皎
교,ㄱ,076a6,皦
교,ㄱ,077ef,矯
교,ㄱ,078fd,磽
교,ㄱ,07a5a,穚
교,ㄱ,07a96,窖
교,ㄱ,07d5e,絞
교,ㄱ,07ff9,翹
교,ㄱ,081a0,膠
교,ㄱ,0854e,蕎
교,ㄱ,086df,蛟
교,ㄱ,08dab,趫
교,ㄱ,08e7b,蹻
교,ㄱ,08f03,較
교,ㄱ,08f4e,轎
교,ㄱ,090ca,郊
"교,호",,09117,鄗
교,ㄱ,09121,鄡
교,ㄱ,09278,鉸
교,ㄱ,09903,餃
교,ㄱ,09a55,驕
교,ㄱ,09ab9,骹
교,ㄱ,09bab,鮫
교,ㄱ,09d41,鵁
교,ㄱ,09f69,齩
교,ㄱ,a012a,򠄪
구,ㄱ,036b1,㚱
구,ㄱ,03a74,㩴
구,ㄱ,0472a,䜪
구,ㄱ,04e18,丘
구,ㄱ,04e45,久
구,ㄱ,04e5d,九
구,ㄱ,04ec7,仇
"거,구",,04f49,佉
구,ㄱ,04f5d,佝
구,ㄱ,04fc5,俅
구,ㄱ,04ff1,俱
구,ㄱ,050b4,傴
구,ㄱ,05177,具
구,ㄱ,05193,冓
구,ㄱ,052ac,劬
구,ㄱ,052fc,勼
구,ㄱ,052fe,勾
구,ㄱ,05336,匶
구,ㄱ,05340,區
구,ㄱ,053b9,厹
구,ㄱ,053e3,口
"구,귀",,053e5,句
구,ㄱ,053f4,叴
구,ㄱ,0548e,咎
구,ㄱ,05614,嘔
구,ㄱ,05775,坵
구,ㄱ,05778,坸
구,ㄱ,057a2,垢
구,ㄱ,05920,夠
구,ㄱ,059e4,姤
구,ㄱ,05abe,媾
구,ㄱ,05ad7,嫗
구,ㄱ,05bc7,寇
구,ㄱ,05c68,屨
구,ㄱ,05ca3,岣
구,ㄱ,05d87,嶇
구,ㄱ,05ecf,廏
구,ㄱ,05ed0,廐
구,ㄱ,05f40,彀
구,ㄱ,061fc,懼
구,ㄱ,06235,戵
구,ㄱ,06263,扣
구,ㄱ,062d8,拘
구,ㄱ,06344,捄
구,ㄱ,06406,搆
구,ㄱ,06473,摳
구,ㄱ,06551,救
구,ㄱ,0662b,昫
구,ㄱ,06739,朹
구,ㄱ,067b8,枸
구,ㄱ,067e9,柩
구,ㄱ,06882,梂
구,ㄱ,06907,椇
구,ㄱ,06998,榘
구,ㄱ,069cb,構
구,ㄱ,06b50,歐
구,ㄱ,06bc6,毆
구,ㄱ,06bec,毬
구,ㄱ,06c42,求
구,ㄱ,06e9d,溝
구,ㄱ,06f1a,漚
구,ㄱ,07048,灈
구,ㄱ,07078,灸
구,ㄱ,07179,煹
구,ㄱ,072d7,狗
구,ㄱ,07396,玖
구,ㄱ,073bd,玽
구,ㄱ,07403,球
구,ㄱ,07486,璆
구,ㄱ,0750c,甌
구,ㄱ,0759a,疚
구,ㄱ,075c0,痀
구,ㄱ,0766f,癯
구,ㄱ,077bf,瞿
구,ㄱ,077e9,矩
구,ㄱ,07a76,究
구,ㄱ,07ab6,窶
구,ㄱ,07ad8,竘
구,ㄱ,07bdd,篝
구,ㄱ,07cd7,糗
구,ㄱ,07d7f,絿
구,ㄱ,08007,耇
구,ㄱ,08008,耈
구,ㄱ,08009,耉
구,ㄱ,080ca,胊
구,ㄱ,081fc,臼
구,ㄱ,08205,舅
구,ㄱ,0820a,舊
구,ㄱ,082df,苟
구,ㄱ,0849f,蒟
구,ㄱ,086af,蚯
구,ㄱ,08862,衢
구,ㄱ,088d8,裘
구,ㄱ,089af,覯
구,ㄱ,08a6c,詬
구,ㄱ,08b33,謳
구,ㄱ,08cfc,購
구,ㄱ,08ec0,軀
구,ㄱ,09011,逑
구,ㄱ,09058,遘
구,ㄱ,090b1,邱
구,ㄱ,091e6,釦
구,ㄱ,09264,鉤
구,ㄱ,092b6,銶
구,ㄱ,097dd,韝
구,ㄱ,097ed,韭
구,ㄱ,098b6,颶
구,ㄱ,099d2,駒
구,ㄱ,09a45,驅
구,ㄱ,09b2e,鬮
구,ㄱ,09ce9,鳩
구,ㄱ,09dc7,鷇
구,ㄱ,09dd7,鷗
구,ㄱ,09e1c,鸜
"구,귀,균",,09f9c,龜
구,ㄱ,a012b,򠄫
구,ㄱ,a012c,򠄬
"귀,균,구",,a0252,򠉒
국,ㄱ,0530a,匊
국,ㄱ,056fd,国
국,ㄱ,0570b,國
국,ㄱ,05c40,局
국,ㄱ,06336,挶
국,ㄱ,063ac,掬
국,ㄱ,068ae,梮
국,ㄱ,06908,椈
국,ㄱ,06dd7,淗
국,ㄱ,083ca,菊
국,ㄱ,08d9c,趜
국,ㄱ,08dfc,跼
국,ㄱ,08f02,輂
국,ㄱ,092e6,鋦
국,ㄱ,09671,陱
국,ㄱ,097a0,鞠
국,ㄱ,097ab,鞫
국,ㄱ,09eaf,麯
국,ㄱ,09eb4,麴
국,ㄱ,25b97,𥮗
국,ㄱ,a012d,򠄭
군,ㄱ,0541b,君
군,ㄱ,05bad,宭
군,ㄱ,06343,捃
군,ㄱ,06508,攈
군,ㄱ,0687e,桾
군,ㄱ,06d92,涒
군,ㄱ,073fa,珺
군,ㄱ,076b8,皸
군,ㄱ,07a98,窘
군,ㄱ,07fa4,群
군,ㄱ,088d9,裙
군,ㄱ,08ecd,軍
군,ㄱ,090e1,郡
굴,ㄱ,05014,倔
굴,ㄱ,05800,堀
굴,ㄱ,05c48,屈
굴,ㄱ,05d1b,崛
굴,ㄱ,06398,掘
"굴,출",,06ccf,泏
굴,ㄱ,06dc8,淈
굴,ㄱ,07a9f,窟
굴,ㄱ,08a58,詘
궁,ㄱ,05bae,宮
궁,ㄱ,05f13,弓
궁,ㄱ,07a79,穹
궁,ㄱ,07aae,窮
궁,ㄱ,0828e,芎
궁,ㄱ,08eac,躬
궁,ㄱ,08eb3,躳
궁,ㄱ,a012e,򠄮
권,ㄱ,05026,倦
권,ㄱ,05238,券
권,ㄱ,052b5,劵
권,ㄱ,052cc,勌
권,ㄱ,052f8,勸
권,ㄱ,05377,卷
권,ㄱ,05708,圈
권,ㄱ,05a58,婘
권,ㄱ,060d3,惓
권,ㄱ,062f3,拳
권,ㄱ,06372,捲
권,ㄱ,068ec,棬
권,ㄱ,06a29,権
권,ㄱ,06b0a,權
권,ㄱ,06dc3,淃
권,ㄱ,07737,眷
권,ㄱ,07760,睠
권,ㄱ,07da3,綣
권,ㄱ,08737,蜷
권,ㄱ,09308,錈
권,ㄱ,a012f,򠄯
권,ㄱ,a0130,򠄰
궐,ㄱ,053a5,厥
궐,ㄱ,07357,獗
궐,ㄱ,08568,蕨
궐,ㄱ,08e76,蹶
궐,ㄱ,095d5,闕
궐,ㄱ,a0131,򠄱
궤,ㄱ,04f79,佹
궤,ㄱ,051e0,几
궤,ㄱ,05282,劂
궤,ㄱ,05331,匱
궤,ㄱ,06192,憒
궤,ㄱ,06485,撅
"궤,기",,06531,攱
궤,ㄱ,0673a,机
궤,ㄱ,06a3b,樻
궤,ㄱ,06ac3,櫃
궤,ㄱ,06c3f,氿
궤,ㄱ,06f70,潰
궤,ㄱ,07c0b,簋
궤,ㄱ,07e62,繢
궤,ㄱ,08a6d,詭
궤,ㄱ,08dea,跪
궤,ㄱ,08ecc,軌
궤,ㄱ,09400,鐀
궤,ㄱ,095e0,闠
궤,ㄱ,0993d,餽
궤,ㄱ,0994b,饋
궤,ㄱ,09e82,麂
귀,ㄱ,04925,䤥
"구,귀",,053e5,句
귀,ㄱ,0648c,撌
귀,ㄱ,06677,晷
귀,ㄱ,06b78,歸
귀,ㄱ,08cb4,貴
귀,ㄱ,09b3c,鬼
"구,귀,균",,09f9c,龜
"귀,균,구",,a0252,򠉒
규,ㄱ,04c85,䲅
규,ㄱ,05232,刲
규,ㄱ,053eb,叫
규,ㄱ,0572d,圭
규,ㄱ,0594e,奎
규,ㄱ,05ae2,嫢
규,ㄱ,05b00,嬀
규,ㄱ,05dcb,巋
규,ㄱ,063c6,揆
규,ㄱ,0668c,暌
규,ㄱ,0694f,楏
규,ㄱ,06951,楑
규,ㄱ,069fb,槻
규,ㄱ,06a1b,樛
규,ㄱ,06e40,湀
규,ㄱ,06f59,潙
규,ㄱ,07143,煃
규,ㄱ,073ea,珪
규,ㄱ,0777d,睽
규,ㄱ,07845,硅
규,ㄱ,07aba,窺
규,ㄱ,07ac5,竅
규,ㄱ,07cfa,糺
규,ㄱ,07cfe,糾
규,ㄱ,08325,茥
규,ㄱ,08475,葵
규,ㄱ,0866f,虯
규,ㄱ,0898f,規
규,ㄱ,08d73,赳
규,ㄱ,08dec,跬
규,ㄱ,09035,逵
규,ㄱ,090bd,邽
규,ㄱ,09108,鄈
규,ㄱ,095a8,閨
규,ㄱ,095da,闚
규,ㄱ,0980d,頍
규,ㄱ,09997,馗
규,ㄱ,09a24,騤
규,ㄱ,a0132,򠄲
규,ㄱ,a02b8,򠊸
"균,윤",,052fb,勻
"균,윤",,05300,匀
균,ㄱ,056f7,囷
"균,연",,05747,均
균,ㄱ,07547,畇
균,ㄱ,07b60,筠
균,ㄱ,083cc,菌
균,ㄱ,08880,袀
균,ㄱ,089a0,覠
균,ㄱ,0921e,鈞
균,ㄱ,09e8f,麏
"구,귀,균",,09f9c,龜
균,ㄱ,a0133,򠄳
"귀,균,구",,a0252,򠉒
귤,ㄱ,06a58,橘
"극,급",,03b72,㭲
극,ㄱ,04e9f,亟
극,ㄱ,0514b,克
극,ㄱ,0524b,剋
극,ㄱ,05287,劇
극,ㄱ,05c05,尅
극,ㄱ,05c50,屐
극,ㄱ,0621f,戟
극,ㄱ,068d8,棘
극,ㄱ,06975,極
극,ㄱ,090c4,郄
극,ㄱ,09699,隙
근,ㄱ,04f12,伒
근,ㄱ,050c5,僅
근,ㄱ,052a4,劤
근,ㄱ,052e4,勤
근,ㄱ,05807,堇
근,ㄱ,05890,墐
근,ㄱ,05ae4,嫤
근,ㄱ,05df9,巹
근,ㄱ,05ed1,廑
근,ㄱ,0616c,慬
근,ㄱ,061c3,懃
근,ㄱ,065a4,斤
근,ㄱ,06839,根
근,ㄱ,069ff,槿
근,ㄱ,06f0c,漌
근,ㄱ,0747e,瑾
근,ㄱ,07b4b,筋
근,ㄱ,082b9,芹
근,ㄱ,083eb,菫
근,ㄱ,089b2,覲
근,ㄱ,089d4,觔
근,ㄱ,08b39,謹
근,ㄱ,08ddf,跟
근,ㄱ,08fd1,近
근,ㄱ,091ff,釿
근,ㄱ,09773,靳
근,ㄱ,09949,饉
근,ㄱ,a0134,򠄴
근,ㄱ,a0135,򠄵
글,ㄱ,03515,㔕
"계,글,설",,05951,契
금,ㄱ,04eca,今
"금,긍",,04ef1,仱
금,ㄱ,0552b,唫
금,ㄱ,05664,噤
금,ㄱ,05997,妗
금,ㄱ,05d94,嶔
금,ㄱ,05e88,庈
금,ㄱ,060cd,惍
금,ㄱ,064d2,擒
금,ㄱ,06611,昑
금,ㄱ,06a8e,檎
금,ㄱ,07434,琴
금,ㄱ,07981,禁
금,ㄱ,079bd,禽
금,ㄱ,07b12,笒
금,ㄱ,08039,耹
"금,함",,080a3,肣
금,ㄱ,082a9,芩
금,ㄱ,0887e,衾
금,ㄱ,0887f,衿
금,ㄱ,0895f,襟
"금,김",,091d1,金
금,ㄱ,09326,錦
금,ㄱ,09ec5,黅
금,ㄱ,a0136,򠄶
"극,급",,03b72,㭲
급,ㄱ,04f0b,伋
급,ㄱ,053ca,及
급,ㄱ,0573e,圾
급,ㄱ,05c8c,岌
급,ㄱ,06025,急
급,ㄱ,06271,扱
급,ㄱ,06c72,汲
급,ㄱ,07680,皀
급,ㄱ,0790f,礏
급,ㄱ,07b08,笈
급,ㄱ,07d1a,級
급,ㄱ,07d66,給
급,ㄱ,082a8,芨
"긍,선",,04e98,亘
긍,ㄱ,04e99,亙
"금,긍",,04ef1,仱
긍,ㄱ,05162,兢
긍,ㄱ,06b91,殑
긍,ㄱ,077dc,矜
긍,ㄱ,080af,肯
기,ㄱ,0380c,㠌
기,ㄱ,03831,㠱
기,ㄱ,03f04,㼄
기,ㄱ,04e0c,丌
기,ㄱ,04f01,企
기,ㄱ,04f0e,伎
기,ㄱ,0501b,倛
기,ㄱ,050db,僛
기,ㄱ,05176,其
기,ㄱ,05180,冀
기,ㄱ,05258,剘
기,ㄱ,0525e,剞
기,ㄱ,055dc,嗜
기,ㄱ,05668,器
"기,은",,0573b,圻
기,ㄱ,057fa,基
기,ㄱ,057fc,埼
기,ㄱ,0588d,墍
기,ㄱ,05914,夔
기,ㄱ,05947,奇
기,ㄱ,05993,妓
기,ㄱ,05a4d,婍
기,ㄱ,05bc4,寄
기,ㄱ,05c7a,屺
기,ㄱ,05c90,岐
기,ㄱ,05d0e,崎
기,ㄱ,05df1,己
기,ㄱ,05e7e,幾
기,ㄱ,05e8b,庋
기,ㄱ,05f03,弃
기,ㄱ,05fcc,忌
기,ㄱ,05fee,忮
"기,지",,05fef,忯
기,ㄱ,0612d,愭
기,ㄱ,06280,技
기,ㄱ,0638e,掎
기,ㄱ,06391,掑
"궤,기",,06531,攱
기,ㄱ,06532,攲
기,ㄱ,065c2,旂
기,ㄱ,065d7,旗
기,ㄱ,065e3,旣
기,ㄱ,066a3,暣
기,ㄱ,066c1,曁
기,ㄱ,0671e,朞
기,ㄱ,0671f,期
기,ㄱ,0675e,杞
기,ㄱ,068c4,棄
기,ㄱ,068ca,棊
기,ㄱ,068cb,棋
기,ㄱ,069bf,榿
기,ㄱ,06a5f,機
기,ㄱ,06b3a,欺
기,ㄱ,06b67,歧
기,ㄱ,06c14,气
기,ㄱ,06c23,氣
기,ㄱ,06c7d,汽
기,ㄱ,06c82,沂
기,ㄱ,06dc7,淇
기,ㄱ,07081,炁
기,ㄱ,07309,猉
기,ㄱ,07398,玘
기,ㄱ,07426,琦
기,ㄱ,0742a,琪
기,ㄱ,07482,璂
기,ㄱ,074a3,璣
기,ㄱ,07578,畸
기,ㄱ,0757f,畿
기,ㄱ,07881,碁
기,ㄱ,078ef,磯
기,ㄱ,07941,祁
"기,지",,07947,祇
기,ㄱ,07948,祈
기,ㄱ,0797a,祺
기,ㄱ,079a5,禥
기,ㄱ,079a8,禨
기,ㄱ,07a18,稘
기,ㄱ,07b95,箕
기,ㄱ,07c0a,簊
기,ㄱ,07d00,紀
기,ㄱ,07da5,綥
기,ㄱ,07da6,綦
기,ㄱ,07dba,綺
기,ㄱ,07f87,羇
기,ㄱ,07f88,羈
기,ㄱ,08006,耆
기,ㄱ,0802d,耭
기,ㄱ,0808c,肌
기,ㄱ,080b5,肵
기,ㄱ,082aa,芪
기,ㄱ,082b0,芰
기,ㄱ,08401,萁
기,ㄱ,08604,蘄
기,ㄱ,08641,虁
기,ㄱ,0871d,蜝
기,ㄱ,087e3,蟣
기,ㄱ,089ac,覬
기,ㄱ,08a18,記
기,ㄱ,08ac6,諆
기,ㄱ,08b4f,譏
"개,기",,08c48,豈
기,ㄱ,08d77,起
기,ㄱ,08dc2,跂
기,ㄱ,09321,錡
기,ㄱ,09324,錤
기,ㄱ,09691,隑
기,ㄱ,0980e,頎
기,ㄱ,098e2,飢
기,ㄱ,09951,饑
기,ㄱ,09a0e,騎
기,ㄱ,09a0f,騏
기,ㄱ,09a65,驥
기,ㄱ,09b10,鬐
기,ㄱ,09c2d,鰭
기,ㄱ,09e92,麒
기,ㄱ,a0107,򠄇
기,ㄱ,a0273,򠉳
기,ㄱ,f3474,󳑴
기,ㄱ,f34b5,󳒵
긴,ㄱ,07dca,緊
길,ㄱ,04f76,佶
길,ㄱ,05409,吉
길,ㄱ,054ad,咭
길,ㄱ,059de,姞
길,ㄱ,062ee,拮
길,ㄱ,06854,桔
길,ㄱ,086e3,蛣
길,ㄱ,08d8c,趌
"금,김",,091d1,金
끽,ㄱ,055ab,喫
나,ㄴ,043e7,䏧
나,ㄴ,046d4,䛔
"나,라",,0502e,倮
"나,라",,05138,儸
나,ㄴ,0513a,儺
"나,라",,05246,剆
나,ㄴ,054ea,哪
"나,라",,05587,喇
"나,라",,056c9,囉
"나,내",,05948,奈
나,ㄴ,05a1c,娜
나,ㄴ,061e6,懦
"나,라",,061f6,懶
"나,라",,062cf,拏
나,ㄴ,062ff,拿
나,ㄴ,06310,挐
나,ㄴ,0632a,挪
"나,라",,0645e,摞
"나,라",,066ea,曪
"나,내",,067f0,柰
나,ㄴ,0689b,梛
나,ㄴ,06a60,橠
"나,라",,07630,瘰
"나,라",,07669,癩
"나,라",,07822,砢
나,ㄴ,07a2c,稬
나,ㄴ,07cef,糯
"나,라",,07f85,羅
"나,라",,08161,腡
"나,라",,081dd,臝
"나,라",,084cf,蓏
"나,라",,0863f,蘿
"나,라",,087ba,螺
"나,라",,088f8,裸
"나,라",,089b6,覶
"나,예",,08abd,誽
"나,라",,0908f,邏
나,ㄴ,090a3,那
"나,라",,0947c,鑼
"나,라",,09a3e,騾
"나,라",,09a58,驘
나,ㄴ,21594,𡖔
나,ㄴ,230fd,𣃽
"나,라",,a013f,򠄿
나,ㄴ,a0274,򠉴
"낙,락",,055e0,嗠
"낙,락,악,요",,06a02,樂
"낙,락",,06d1b,洛
"낙,락",,070d9,烙
"낙,락",,07296,犖
"낙,락",,073de,珞
"낙,락",,07d61,絡
"낙,락",,0843d,落
낙,ㄴ,08afe,諾
"낙,락",,0916a,酪
"낙,락",,099f1,駱
낙,ㄴ,a0137,򠄷
"낙,락",,a0140,򠅀
"난,란,련,연",,0470c,䜌
"난,단,란",,04e39,丹
"난,란",,04e82,亂
난,ㄴ,05044,偄
"난,란",,05375,卵
"난,란",,05b3e,嬾
"난,란",,05e71,幱
난,ㄴ,0611e,愞
"난,란",,06514,攔
난,ㄴ,06696,暖
"난,란",,06b04,欄
"난,란",,06b12,欒
"난,란",,06b17,欗
"난,란",,0703e,瀾
"난,란",,07053,灓
"난,란",,07061,灡
난,ㄴ,07156,煖
"난,란",,0721b,爛
"난,란",,074d3,瓓
"난,란",,0862d,蘭
"난,란",,08974,襴
난,ㄴ,08d67,赧
"난,란",,0947e,鑾
"난,란",,095cc,闌
난,ㄴ,096e3,難
난,ㄴ,0992a,餪
"난,란",,09e1e,鸞
"난,란",,a0141,򠅁
"날,라,랄",,0524c,剌
"날,랄",,057d2,埒
날,ㄴ,0634f,捏
날,ㄴ,0637a,捺
"날,랄",,08fa2,辢
"날,랄",,08fa3,辣
"남,람",,036e6,㛦
남,ㄴ,04fbd,侽
남,ㄴ,05357,南
남,ㄴ,05583,喃
남,ㄴ,05a1a,娚
"남,람",,05a6a,婪
남,ㄴ,05a7b,婻
"남,람",,05d50,嵐
"남,람",,060cf,惏
남,ㄴ,063c7,揇
"남,람",,064e5,擥
"남,람",,0652c,攬
남,ㄴ,06694,暔
남,ㄴ,0678f,枏
남,ㄴ,06960,楠
"남,람",,06b16,欖
남,ㄴ,06e73,湳
"남,람",,06f24,漤
"남,람",,06feb,濫
"남,람",,07046,灆
"남,람",,07060,灠
"남,람",,07201,爁
"남,람",,074bc,璼
남,ㄴ,07537,男
"남,람",,07c43,籃
"남,람",,07e9c,纜
"남,람",,085cd,藍
"남,람",,08964,襤
"남,람",,089bd,覽
남,ㄴ,08af5,諵
"남,람",,22c6f,𢱯
"남,람",,a0142,򠅂
"남,람",,a0267,򠉧
"납,랍",,062c9,拉
납,ㄴ,07d0d,納
"납,랍",,081d8,臘
"납,랍",,0881f,蠟
납,ㄴ,08872,衲
"납,랍",,0945e,鑞
"낭,랑",,03883,㢃
낭,ㄴ,056ca,囊
"낭,랑",,05a18,娘
"낭,랑",,05eca,廊
낭,ㄴ,066e9,曩
"낭,랑",,06717,朗
"낭,랑",,06994,榔
"낭,랑",,06d6a,浪
"낭,랑",,070fa,烺
"낭,랑",,072fc,狼
"낭,랑",,07405,琅
"낭,랑",,0746f,瑯
"낭,랑",,07860,硠
"낭,랑",,07a02,稂
"낭,랑",,083a8,莨
"낭,랑",,0870b,蜋
"낭,랑",,08782,螂
"낭,랑",,090ce,郎
"낭,랑",,090de,郞
"낭,랑",,095ac,閬
"낭,랑,량,양",,099fa,駺
내,ㄴ,04e43,乃
"내,래",,04f86,來
내,ㄴ,05167,內
"나,내",,05948,奈
내,ㄴ,05976,奶
내,ㄴ,05b2d,嬭
"내,래",,05d0d,崍
"내,래",,05fa0,徠
"내,래",,06765,来
"나,내",,067f0,柰
"내,래",,06df6,淶
내,ㄴ,08010,耐
"내,래",,0840a,萊
내,ㄴ,08ffa,迺
"내,래",,09a0b,騋
내,ㄴ,09f10,鼐
"내,래",,27f1b,𧼛
"내,래",,a0143,򠅃
"냉,랭",,051b7,冷
다,ㄷ,0591a,多
다,ㄷ,0591b,夛
"다,차",,05972,奲
다,ㄷ,07239,爹
다,ㄷ,08324,茤
"다,차",,08336,茶
다,ㄷ,089f0,觰
"다,단",,09132,鄲
다,ㄷ,2363b,𣘻
다,ㄷ,25978,𥥸
"다,차",,a0138,򠄸
다,ㄷ,a0262,򠉢
다,ㄷ,a0270,򠉰
단,ㄷ,03adc,㫜
"난,단,란",,04e39,丹
단,ㄷ,04eb6,亶
단,ㄷ,04f46,但
단,ㄷ,05073,偳
단,ㄷ,0526c,剬
단,ㄷ,055ae,單
단,ㄷ,05718,團
단,ㄷ,058c7,壇
단,ㄷ,05f56,彖
단,ㄷ,06171,慱
단,ㄷ,062c5,担
단,ㄷ,065b7,斷
단,ㄷ,065e6,旦
단,ㄷ,06934,椴
단,ㄷ,06a80,檀
단,ㄷ,06bb5,段
단,ㄷ,06e4d,湍
단,ㄷ,06f19,漙
단,ㄷ,07153,煓
"단,천",,071c0,燀
단,ㄷ,07456,瑖
단,ㄷ,07649,癉
단,ㄷ,077ed,短
단,ㄷ,07803,砃
단,ㄷ,07aef,端
"단,전",,07af1,竱
단,ㄷ,07c1e,簞
단,ㄷ,07dde,緞
단,ㄷ,08011,耑
단,ㄷ,080c6,胆
단,ㄷ,08176,腶
단,ㄷ,086cb,蛋
단,ㄷ,08711,蜑
단,ㄷ,08892,袒
"다,단",,09132,鄲
단,ㄷ,0935b,鍛
단,ㄷ,a0283,򠊃
달,ㄷ,059b2,妲
달,ㄷ,0601b,怛
달,ㄷ,064bb,撻
달,ㄷ,06a7d,橽
달,ㄷ,06fbe,澾
달,ㄷ,0709f,炟
달,ㄷ,0737a,獺
달,ㄷ,075b8,疸
달,ㄷ,07f8d,羍
달,ㄷ,09054,達
달,ㄷ,095e5,闥
달,ㄷ,0977c,靼
달,ㄷ,097c3,韃
담,ㄷ,05013,倓
담,ㄷ,0510b,儋
담,ㄷ,05556,啖
담,ㄷ,05557,啗
담,ㄷ,0557f,啿
담,ㄷ,0563e,嘾
담,ㄷ,05649,噉
담,ㄷ,0574d,坍
담,ㄷ,057ee,埮
담,ㄷ,058b0,墰
담,ㄷ,058dc,壜
담,ㄷ,060d4,惔
담,ㄷ,061ba,憺
담,ㄷ,064d4,擔
담,ㄷ,066c7,曇
담,ㄷ,06bef,毯
담,ㄷ,06de1,淡
담,ㄷ,06e5b,湛
담,ㄷ,06f6d,潭
담,ㄷ,06fb9,澹
"담,염",,0708e,炎
담,ㄷ,075f0,痰
담,ㄷ,079ab,禫
담,ㄷ,07dc2,緂
담,ㄷ,07f4e,罎
담,ㄷ,08043,聃
담,ㄷ,081bd,膽
담,ㄷ,08541,蕁
담,ㄷ,0859d,薝
담,ㄷ,08983,覃
담,ㄷ,08ac7,談
담,ㄷ,08b5a,譚
담,ㄷ,090ef,郯
담,ㄷ,0931f,錟
담,ㄷ,09eee,黮
담,ㄷ,09ef5,黵
담,ㄷ,a0139,򠄹
답,ㄷ,06c93,沓
답,ㄷ,07553,畓
답,ㄷ,07b54,答
답,ㄷ,08e0f,踏
답,ㄷ,0905d,遝
당,ㄷ,03fe9,㿩
당,ㄷ,048ca,䣊
당,ㄷ,05018,倘
당,ㄷ,0513b,儻
당,ㄷ,05510,唐
당,ㄷ,05802,堂
당,ㄷ,05858,塘
당,ㄷ,05e62,幢
당,ㄷ,06207,戇
당,ㄷ,0642a,搪
당,ㄷ,0649e,撞
당,ㄷ,068e0,棠
당,ㄷ,06a94,檔
당,ㄷ,06e8f,溏
당,ㄷ,07223,爣
당,ㄷ,0746d,瑭
당,ㄷ,074ab,璫
당,ㄷ,07576,當
당,ㄷ,077a0,瞠
당,ㄷ,07911,礑
"당,탕",,07cd6,糖
당,ㄷ,087b3,螳
당,ㄷ,087f7,蟷
당,ㄷ,08960,襠
당,ㄷ,08b9c,讜
당,ㄷ,093dc,鏜
당,ㄷ,0943a,鐺
당,ㄷ,09933,餳
당,ㄷ,09939,餹
당,ㄷ,09ee8,黨
대,ㄷ,03b03,㬃
대,ㄷ,03b23,㬣
대,ㄷ,0469f,䚟
대,ㄷ,04ee3,代
대,ㄷ,05113,儓
대,ㄷ,0576e,坮
대,ㄷ,05788,垈
대,ㄷ,05927,大
대,ㄷ,05c0d,對
대,ㄷ,05cb1,岱
대,ㄷ,05e36,帶
대,ㄷ,05f85,待
대,ㄷ,061df,懟
대,ㄷ,06234,戴
대,ㄷ,062ac,抬
대,ㄷ,064e1,擡
"대,영",,065f2,旲
"대,수",,06778,杸
대,ㄷ,067cb,柋
대,ㄷ,06aaf,檯
대,ㄷ,06c4f,汏
대,ㄷ,073b3,玳
대,ㄷ,07893,碓
대,ㄷ,081fa,臺
대,ㄷ,0888b,袋
대,ㄷ,08cb8,貸
대,ㄷ,09413,鐓
대,ㄷ,0968a,隊
대,ㄷ,09edb,黛
"댁,택",,05b85,宅
덕,ㄷ,03941,㥁
"덕,적",,03bd6,㯖
덕,ㄷ,05fb3,徳
덕,ㄷ,05fb7,德
덕,ㄷ,060b3,悳
도,ㄷ,03b78,㭸
도,ㄷ,05012,倒
도,ㄷ,05200,刀
도,ㄷ,05230,到
도,ㄷ,053e8,叨
도,ㄷ,0561f,嘟
도,ㄷ,05675,噵
도,ㄷ,05716,圖
도,ㄷ,05835,堵
도,ㄷ,05857,塗
도,ㄷ,058d4,壔
도,ㄷ,05932,夲
도,ㄷ,05c0e,導
도,ㄷ,05c60,屠
도,ㄷ,05cf6,島
도,ㄷ,05cf9,峹
도,ㄷ,05d8b,嶋
"도,탁",,05ea6,度
도,ㄷ,05ea9,庩
도,ㄷ,05f22,弢
도,ㄷ,05f92,徒
도,ㄷ,05fc9,忉
도,ㄷ,060bc,悼
도,ㄷ,06146,慆
도,ㄷ,06311,挑
도,ㄷ,06348,捈
도,ㄷ,06389,掉
도,ㄷ,0638f,掏
도,ㄷ,06417,搗
도,ㄷ,0642f,搯
도,ㄷ,064e3,擣
도,ㄷ,0668f,暏
도,ㄷ,06843,桃
도,ㄷ,068f9,棹
도,ㄷ,06aae,檮
도,ㄷ,06ac2,櫂
도,ㄷ,06d2e,洮
도,ㄷ,06d82,涂
도,ㄷ,06dd8,淘
도,ㄷ,06e21,渡
도,ㄷ,06ed4,滔
도,ㄷ,06fe4,濤
도,ㄷ,071fe,燾
도,ㄷ,0746b,瑫
도,ㄷ,076dc,盜
도,ㄷ,07779,睹
도,ㄷ,07979,祹
도,ㄷ,079b1,禱
도,ㄷ,07a0c,稌
도,ㄷ,07a3b,稻
도,ㄷ,0837c,荼
도,ㄷ,083df,菟
도,ㄷ,08404,萄
도,ㄷ,089a9,覩
도,ㄷ,08ced,賭
도,ㄷ,08df3,跳
도,ㄷ,08e48,蹈
도,ㄷ,09003,逃
도,ㄷ,09014,途
도,ㄷ,09053,道
