hangul,consonant,unicode,hanja,meaning,id
라,ㄹ,947c,鑼,징 라(나),eb2c3125bd7f457f998862a4a74647de
라,ㄹ,81dd,臝,벌거벗을 라(나),64bef54ee19649dbb1d8818f9c40349d
라,ㄹ,66ea,曪,햇빛 없을 라(나),7f6f36f8801d4d038f3ce12e14d41ff4
라,ㄹ,7669,癩,나병 라(나),1e69ba386b8f4499907a16aa27fd9143
라,ㄹ,7630,瘰,연주창 라(나),fcecc22970e14a99957ac85f6cd4f581
라,ㄹ,9a3e,騾,노새 라(나),4bd3b5dfbf354d25a8091c51a1aa9f30
라,ㄹ,502e,倮,벗을 라(나),4a4502f1fe254ccb92c3b693d6556bb9
라,ㄹ,56c9,囉,소리 얽힐 라(나),b3f60e5609024e76bbb8a1dd8cc75789
라,ㄹ,9a58,驘,노새 라(나),d929acea04cb4d4bb5fa72bd6e1bc6ca
라,ㄹ,2f821,剆,칠 라(나),a28b95cd8f2e4d99b10ee6f719f6f4f2
라,ㄹ,7e99,纙,돈꿰미 라(나),6f478f467e23448e86483e70a3142c41
락,ㄹ,843d,落,떨어질 락(낙),09faf2c38ce843f084e28c84e309dde2
락,ㄹ,6a02,樂,즐길 락(낙),cc08eb8e860c4ca793aca3f7cb393cdd
락,ㄹ,7d61,絡,이을 락(낙),4185baa0351241ebbfed0798417c4071
락,ㄹ,6d1b,洛,물 이름 락(낙),9bf348faf5ec4a298a363968e442c6c8
락,ㄹ,f918,落,떨어질 락(낙),ae66243153644d288f3ae0a66dcf8dc0
락,ㄹ,916a,酪,타락 락(낙),0339d750dd5a448eb3d14b411e1ead03
락,ㄹ,70d9,烙,지질 락(낙),956a9fa191824799ba4431253a88a7bf
락,ㄹ,7296,犖,얼룩소 락(낙),b5c57ab286984f3f905e9acb373aea32
락,ㄹ,99f1,駱,낙타 락(낙),d847663912ab47e3a487ef82782bc759
락,ㄹ,73de,珞,구슬 목걸이 락(낙),9e10193d7c5b417084be8481e706b25f
락,ㄹ,55e0,嗠,타락 락(낙),cb8aff61a1d94d97b796e0a224ff9da9
란,ㄹ,4e82,亂,어지러울 란(난),c0ff07a1e045472ebb829f3b8c51d71d
란,ㄹ,4e39,丹,붉을 란(난),f913129527c147ec9ff1885c690f3f85
란,ㄹ,721b,爛,빛날 란(난)/문드러질 란(난),07976618b76b46b2889714c3b769242f
란,ㄹ,5375,卵,알 란(난),44b89bd76e1642a6a17eead144608cc6
란,ㄹ,95cc,闌,가로막을 란(난),02ca9e07cc194ce6924855ca4b857aed
란,ㄹ,f91f,蘭,난초 란(난),1dab9a3f88494e80b11c03842d6560e4
란,ㄹ,703e,瀾,물결 란(난),01212cf274b34799845c8ad8b0b0398a
란,ㄹ,6b04,欄,난간 란(난),9efaa4482ebe46b28ca91e7b7a67bd3a
란,ㄹ,6b12,欒,모감주나무 란(난),1c153f9a9e17474c80d94d30b1080cbe
란,ㄹ,9e1e,鸞,난새 란(난),df12af9fdf2a4080990c96471756fc5b
란,ㄹ,6514,攔,막을 란(난),dd3b645bb23d4833bdf456e5cfc4bc3b
란,ㄹ,947e,鑾,방울 란(난),82305c3ec0a24ced818bfcacfb3931a7
란,ㄹ,74d3,瓓,옥 광채 란(난),d261229971fa4497a370cc1ed404ec5f
란,ㄹ,6b17,欗,나무 이름 란(난),b1de927b1a2f49da935e5fcf82711b90
란,ㄹ,5b3e,嬾,게으를 란(난),b3e339e21c704719811ad111a01cdb4b
란,ㄹ,7053,灓,새어 흐를 란(난),2ddda6e301ef47c0bfe5248fa98516f5
란,ㄹ,5e71,幱,내리닫이 란(난),8ea90df35c174c13bc2281382b3d683c
란,ㄹ,8974,襴,내리닫이 란(난),8f79600278b24ec8bd3faf929871e985
란,ㄹ,6595,斕,문채 란(난),25958dcb99914c64b419bb3c04cc5554
랄,ㄹ,8fa3,辣,매울 랄(날),592300eab1074b72894f593f9d824d6b
랄,ㄹ,524c,剌,발랄할 랄(날)/어그러질 랄(날),8b757264fbec47819469cbe2a20fd688
랄,ㄹ,8fa2,辢,매울 랄(날),4dc941405e094cc2a2441fec786abd72
랄,ㄹ,57d2,埒,,31db6f0922834f41926291cd786a190a
람,ㄹ,85cd,藍,쪽 람(남),4c86ff554c714ad592c6239e07d4ab76
람,ㄹ,89bd,覽,볼 람(남),54bf7dc2cf994aa6acc3585b2135380b
람,ㄹ,6feb,濫,넘칠 람(남),194b53cfc0594342b646cf1351cccaa1
람,ㄹ,5d50,嵐,남기 람(남),e649c8e3b4234ce7a8db4e34e3848309
람,ㄹ,652c,攬,가질 람(남),f0248826284240b38537fb292111dd8e
람,ㄹ,7c43,籃,대바구니 람(남),790ef72101844c46935ec24d2424efb9
람,ㄹ,f923,藍,쪽 람(남),80469e0252a34473800ed46177866954
람,ㄹ,5a6a,婪,탐할 람(남),e9a76702db6a48daa1de85472a033621
람,ㄹ,7046,灆,물 맑을 람(남),b6e230200c1944c0a337fe97b28cfbb8
람,ㄹ,8964,襤,헌 누더기 람(남),fa665c75ca0b44138cd1b3e201b586bc
람,ㄹ,7e9c,纜,닻줄 람(남),454705732480432b9d00c6da13e2a63e
람,ㄹ,36e6,㛦,예쁠 람(남),09ad449f43064809aa5f5f6e4ba54af0
람,ㄹ,6b16,欖,감람나무 람(남),b4f0fd18ebd64e7c858d9f8247a19b0f
람,ㄹ,64e5,擥,가질 람(남),bd74fe246fd842b8bb68d3fb06548631
람,ㄹ,60cf,惏,탐할 람(남),e5b73d7e9205459dac43cad2c48439a1
람,ㄹ,7201,爁,불 번질 람(남),de17cc42ac1d4b37970a9ce94573ef65
람,ㄹ,74bc,璼,옥 이름 람(남),31e338aaa08a451387feddec4d6e2ee1
람,ㄹ,22c6f,𢱯,가질 람(남),b7854e1fe1144e50900bb211cef7bf5b
람,ㄹ,6f24,漤,절인 과일 람(남),318e5a780dd841cb92d22a356f3c4df6
랍,ㄹ,881f,蠟,밀 랍(납),8ef2cbc5aa6947f2a8be3b74b944f1f2
랍,ㄹ,81d8,臘,섣달 랍(납),a7c4a21e36444ccc8a8241dcb12cbf7a
랍,ㄹ,62c9,拉,끌 랍(납),3d36f26e03c240d9835b6f30d85a2bec
랍,ㄹ,945e,鑞,땜납 랍(납),469c9591d37d489eba3301b549ec3d89
랑,ㄹ,6d6a,浪,물결 랑(낭),abcbca73382c4710a077dcb9b0abdafd
랑,ㄹ,90de,郞,사내 랑(낭),c08139fe129a4213b18110cf7cebadfd
랑,ㄹ,72fc,狼,이리 랑(낭),e1b0f8ddb5a247bfb8165873e0777821
랑,ㄹ,5a18,娘,여자 랑(낭),c40c697e3d4546978ffad84604e956ca
랑,ㄹ,90ce,郎,사내 랑(낭),a09e54c6c4184dd3b12b8aa14e19df11
랑,ㄹ,7405,琅,옥돌 랑(낭),0d99bee126b64cce9423d7fcd23bee39
랑,ㄹ,f929,朗,밝을 랑(낭),d0dc31b085564441ae76e1f1c9fe726a
랑,ㄹ,70fa,烺,밝게 빛나는 모양 랑(낭),24571327d7e84361a1dcdc613cb280d0
랑,ㄹ,8782,螂,사마귀 랑(낭),dbdff72a9a5b415ca839cf2b3c51f68a
랑,ㄹ,f928,廊,사랑채 랑(낭),415217bffb4e4eba9bc4f6a4220b6b74
랑,ㄹ,3883,㢃,높을 랑(낭),34fabc1674334d1fb86c63e9e8c48e29
랑,ㄹ,3af0,㫰,햇볕 쬘 랑(낭),9c9ff33d64ac4c70b49b0ce9ef439752
랑,ㄹ,6994,榔,나무 이름 랑(낭),5c055dc414a04fdcbd879d90ae6d4610
랑,ㄹ,746f,瑯,옥돌 랑(낭),715d6367621941b8bbc95f91eb1f8e45
랑,ㄹ,95ac,閬,솟을대문 랑(낭),e3c8b854e33f482e970cfc6fc7ecad0e
랑,ㄹ,7860,硠,돌 부딪는 소리 랑(낭),04b93cc60cde4376a5284dd8a8a5355a
랑,ㄹ,83a8,莨,수크령 랑(낭),48d24ea41ace4d618a192272b6d9e3c6
랑,ㄹ,99fa,駺,꼬리 흰말 랑(낭),8177b21d714a409f95eb4d85b3451e59
랑,ㄹ,7a02,稂,강아지풀 랑(낭),812e62c686754542b9bddafc9039de70
랑,ㄹ,870b,蜋,사마귀 랑(낭),217e1188910e448cb5764d63ba2ba21a
래,ㄹ,4f86,來,올 래(내),e4a2ae83e47143eeb6287d5f409496cd
래,ㄹ,6765,来,올 래(내),2522a936525c40eba94bd1db115c3d8f
래,ㄹ,840a,萊,명아주 래(내),4aa66be9ac5549618c78f5be87bd31d6
래,ㄹ,5fa0,徠,올 래(내)/위로할 래(내),9c5d6ef3f5a34f988c78e45a12ef92e9
래,ㄹ,5d0d,崍,산 이름 래(내),086b96d78b084fd48076cd3d1c61fdea
래,ㄹ,9a0b,騋,큰 말 래(내),9171328f30ea4618b197026496a41e3d
래,ㄹ,553b,唻,노래하는 소리 래(내),fb7d64ac9cc14e8faae54bc6ecd6041b
래,ㄹ,27f1b,𧼛,올 래(내),f30492888bf24ab38e5fe63e6bccd669
래,ㄹ,6df6,淶,강 이름 래(내),ff770ecd5e4a413987ee6ff2f2f7ef2b
랭,ㄹ,51b7,冷,찰 랭(냉),28717acf4a2345889dbfab3260feac01
략,ㄹ,7565,略,다스릴 략(약),a53e6f2050bb43c5bf813420a0ac8f3b
략,ㄹ,63a0,掠,노략질할 략(약),dbe16154a7d248f28bfa416f15cc052d
략,ㄹ,7567,畧,다스릴 략(약),08452c231bc64975b0f1f4df0987c7f3
량,ㄹ,826f,良,어질 량(양),c7f961aa706049bfa8588605845795d1
량,ㄹ,6881,梁,들보 량(양),64bd898c426946f48e335adda1d853a8
량,ㄹ,91cf,量,헤아릴 량(양),a4052632bab94b44aefba6da55404e29
량,ㄹ,5169,兩,두 량(양),bfd645bff55d4836b1aaea601df498a9
량,ㄹ,6dbc,涼,서늘할 량(양),03f751619c6148b1b501a6f1d4f5e06a
량,ㄹ,51c9,凉,서늘할 량(양),c021eef296a64c07a7f2d27c6ee06fdd
량,ㄹ,4eae,亮,밝을 량(양),7f473b90333f461a9e6a098c3236fc78
량,ㄹ,8ad2,諒,참될 량(양),7e9ad257fdcd4a629fe676ce3c46d9a6
량,ㄹ,7cb1,粱,기장 량(양),a72fa43b69a9478b88240c88f442175f
량,ㄹ,7ce7,糧,양식 량(양),b47458bc6a634b8ba9589f988244e8a4
량,ㄹ,5006,倆,재주 량(양),681a6c6c9f6a4cedb1b7ee5d1a363765
량,ㄹ,6a11,樑,들보 량(양),5fd423fcca784380b0fd17c76b6eb965
량,ㄹ,8f1b,輛,수레 량(양),fc76aa43c60045de97618156fae33cb3
량,ㄹ,9b4e,魎,도깨비 량(양),2c3fc86174f34937ad125738a9502d7f
량,ㄹ,7cae,粮,양식 량(양),4a8ccedea1144cc4badf043f60373a62
량,ㄹ,60a2,悢,슬퍼할 량(양),1af378a0fa494bed86c2e19e28740101
량,ㄹ,55a8,喨,소리 맑을 량(양),dbbc252c9fa440d98bc86741926773af
량,ㄹ,99fa,駺,꼬리 흰말 량(양),8177b21d714a409f95eb4d85b3451e59
량,ㄹ,690b,椋,푸조나무 양(량),1b7fa04117994b14a48660100f5040dd
량,ㄹ,8e09,踉,높이 뛸 량(양),65067dea1d3548b9824ca1c5084cc39c
량,ㄹ,4fcd,俍,어질 량(양),b4887974c7244c70a8d448bbbc145ec7
려,ㄹ,9e97,麗,고울 려(여),9755ed47ef3945f19a96aa73dadffdb8
려,ㄹ,53b2,厲,갈 려(여),56bfe40a7ac04ee593ef7c47fe23c67b
려,ㄹ,616e,慮,생각할 려(여),dde5d689d08f4bada59cd4213c535cad
려,ㄹ,65c5,旅,나그네 려(여),6bf9fe4aa41c41c28796df67998784a5
려,ㄹ,5442,呂,등뼈 려(여),c37d65b4a32e4dfaaee7367657645675
려,ㄹ,9ece,黎,검을 려(여),bc9e6d96794244b4b60ac6c409f690ef
려,ㄹ,5eec,廬,농막집 려(여),34bacfb0eeb045938775c9de5be3270f
려,ㄹ,623e,戾,어그러질 려(여),f3690b749888423a88b25529b9a98b9d
려,ㄹ,52f5,勵,힘쓸 려(여),13c7c94eb2444cc78f83dd76e598bf69
려,ㄹ,95ad,閭,이문 려(여),918ef3120e9b4f77936fe2efd866b71c
려,ㄹ,9a6a,驪,검은 말 려(여),d4c992c98cda4519bdc70900dde7d406
려,ㄹ,4fb6,侶,짝 려(여),ea6bd5a569be44fba09a70e1369353f4
려,ㄹ,6ffe,濾,거를 려(여),0914b31dc6f94e09a567e426b58d1b64
려,ㄹ,8821,蠡,좀먹을 려(여),caba26050bf54522be4713f0c7e317e8
려,ㄹ,7658,癘,나병 려(여),83fe6b29fdd748c59ea105cc3d4206b9
려,ㄹ,792a,礪,숫돌 려(여),656783baefd447f590360f74a4dbeed8
려,ㄹ,5137,儷,짝 려(여),d5e66c5fcf554fa48e4b99ac53bda19b
려,ㄹ,9a62,驢,당나귀 려(여),d272a56c9b9f4e808288a8e89aa3ad9b
려,ㄹ,85dc,藜,명아주 려(여),66d8538f02414a5a90b022220e99469c
려,ㄹ,8182,膂,등골뼈 려(여),85f230ad0f39416aa632cf8e87385394
려,ㄹ,f985,礪,숫돌 려(여),eae466da774d4b6f9f698b02d091281f
려,ㄹ,81da,臚,살갗 려(여),22322f96f81d412997f51a2994e2322a
려,ㄹ,5533,唳,울 려(여),22fba390f24744f482d578b381778ba3
려,ㄹ,6ada,櫚,종려 려(여),6f26ae4f90de4e25b641eb15c16def72
려,ㄹ,9462,鑢,줄칼 려(여),7dec40fc971c484e8f75ecb31fce0e8b
려,ㄹ,8823,蠣,굴조개 려(여),e8dc59dea1cc4651b3d15169cf64e70b
려,ㄹ,7cf2,糲,현미 려(여),ab186156f7c142569c5ad263314d6118
려,ㄹ,68a0,梠,평고대 려(여),3d2ed6bcbb2d4b40b26fc7b45f78fff6
려,ㄹ,5122,儢,힘쓰지 아니할 려(여),47c4a7c307f54e08ae28ae60f9968992
려,ㄹ,66de,曞,햇빛 성할 려(여),e8d6e7dc40224db4bf7317236c706d8d
려,ㄹ,908c,邌,천천히 갈 려(여),c3c21847a2a243f182830cb0515ab8f7
력,ㄹ,529b,力,힘 력(역),f788108b4bd74e2498fa3de18e73bc40
력,ㄹ,6b77,歷,지날 력(역),88d2551601e341068948e810a6e24432
력,ㄹ,66c6,曆,책력 력(역),c35b05cab6d946dfadac03d9ab5c595b
력,ㄹ,701d,瀝,거를 력(역),eeb5d61a0ecf4128879ca27884cfb7ea
력,ㄹ,8f62,轢,짓밟을 력(역),9d1e11aaf7b249f082147f7c315752e1
력,ㄹ,9742,靂,벼락 력(역),78210126676f49c4ae03a8b95c99990d
력,ㄹ,792b,礫,조약돌 력(역),fd7ad56e790a4d67977b868ef07f2314
력,ㄹ,9148,酈,땅 이름 력(역),cc97bc77fc8b4566bb8ab4d4408687b3
력,ㄹ,6aea,櫪,말구유 력(역),b769def8ee8a4b15bb0f4c602afa5aa7
력,ㄹ,6adf,櫟,상수리나무 력(역),de2286104ad64ef082ba3c5d5e95d0f2
력,ㄹ,7667,癧,연주창 력(역),e19b8c0c087b413c969c29bd30b85dfd
력,ㄹ,650a,攊,칠 력(역),d59a0823e0a24342bbae4b66cca28f70
력,ㄹ,8f63,轣,물레 력(역),1134233ae9cf4a68903cb2bd48c4addb
련,ㄹ,7df4,練,누일 련(연),3afefea36f8547678083e8f86f32275b
련,ㄹ,f999,蓮,연꽃 련(연),19400bc3f4bb45419bc01b3dba7c7032
련,ㄹ,934a,鍊,불릴 련(연),8a6f46aef39c40f9baeb6d64e991bc61
련,ㄹ,9023,連,잇닿을 련(연),84ba29a1df55485d8085b89e9876ea38
련,ㄹ,84ee,蓮,연꽃 련(연),d4be0085b0314188abeb361c8ddee7d7
련,ㄹ,806f,聯,연이을 련(연),91c239b8e00e425ba77f7821d3a26c3b
련,ㄹ,6200,戀,그리워할 련(연),4768db92154c4719afa100c1676d5aad
련,ㄹ,6190,憐,불쌍히 여길 련(연),650492b12efb460b9bbd3d0b776c77cf
련,ㄹ,6523,攣,걸릴 련(연),93b5a2d325c44332930a2430e44f9433
련,ㄹ,7149,煉,달굴 련(연),f8e4cea342cf45038a1482b2272e2490
련,ㄹ,5971,奱,더위잡고 오를 련(연),686b711399054a3d958837d2e6285c78
련,ㄹ,6e45,湅,삶을 련(연),c64d533ddc1249729e009b2803a73be7
련,ㄹ,8f26,輦,손수레 련(연),219b047834b7416784900dccd880dfb1
련,ㄹ,5b4c,孌,아름다울 련(연),61b5ec66fbf8422f86bbc240b48324db
련,ㄹ,7489,璉,호련 련(연),1ebf482755c547918752a4e5f06709bc
련,ㄹ,6f23,漣,잔물결 련(연),3bb172e3cd2a40af966592fb46406b0c
련,ㄹ,81e0,臠,저민 고기 련(연),94a27d5e95d94baca88c8235914e7632
련,ㄹ,93c8,鏈,쇠사슬 련(연),596021e43fc64a62ba6b351008fb0c8d
련,ㄹ,9c31,鰱,연어 련(연),3664852f2a2d4facbd763aacb700d1c5
련,ㄹ,283f6,𨏶,꿰맬 련(연),b0223fb36d694c56bca4906517ae6439
련,ㄹ,695d,楝,멀구슬나무 련(연),cbe26629ae4443729f7da4ef05f563d6
련,ㄹ,9c0a,鰊,청어 련(연),a50ed86529284902bd8c0a181542fe69
렬,ㄹ,70c8,烈,세찰 렬(열),1bf1d56b501d401da7ea6c9782131ccd
렬,ㄹ,5217,列,벌일 렬(열),24e805ce0f224a6295066e08e4a3eae7
렬,ㄹ,52a3,劣,못할 렬(열),90ddc93e84f640e5ac004db89e6df498
렬,ㄹ,88c2,裂,찢을 렬(열),4800de4820ef4986836589be4e133e6f
렬,ㄹ,51bd,冽,찰 렬(열),4525a203b0a341c59339acb9897425ec
렬,ㄹ,6369,捩,비틀 렬(열),db6f9e455f784334b5c24fb452e512b7
렬,ㄹ,6d0c,洌,맑을 렬(열),4eb6bb6396994474882c3680df2f66fa
렬,ㄹ,98b2,颲,사나운 바람 렬(열),8bdcdb44c35f4ea88d2161c0793fe217
렬,ㄹ,6312,挒,비틀 렬(열),61599138267c4a25a4312f5cb90049cc
렴,ㄹ,5ec9,廉,청렴할 렴(염),d2035675ca314203bcf2c7a9a1a25253
렴,ㄹ,6582,斂,거둘 렴(염),09a27814375d448d92f906b1be5c9aa9
렴,ㄹ,7c3e,簾,발 렴(염),112cc57f262148508f8d7742b94b28ac
렴,ㄹ,6fc2,濂,엷을 렴(염),c8c83ede85e643758cb9624a0268bc41
렴,ㄹ,6bae,殮,염할 렴(염),e280068462df4763ba28ed73437c2976
렴,ㄹ,7032,瀲,넘칠 렴(염),3b449f8170ca4c3cb534b63f070fdd92
렴,ㄹ,78cf,磏,거친 숫돌 렴(염),2b08044b258a4b409a17482f51aa40b4
렵,ㄹ,7375,獵,사냥 렵(엽),7757f09ccf1f493b9e73653db630d057
렵,ㄹ,8e90,躐,밟을 렵(엽),67be5dd447394d5e9261613c44838b4f
렵,ㄹ,9b23,鬣,갈기 렵(엽),38dbfedccca3437f8155e8717994cbf8
령,ㄹ,4ee4,令,하여금 령(영),f8cddfbed5c44da19347eb991728ad39
령,ㄹ,9748,靈,신령 령(영),3f278a071b4346e98d294a65843998cd
령,ㄹ,9818,領,옷깃 령(영)/거느릴 령(영),8f0f98d3848a4af7b1d34726357de1bb
령,ㄹ,96f6,零,떨어질 령(영)/영 령(영),24df0de19d564aa389611f51d79eb879
령,ㄹ,901e,逞,쾌할 령(영),66565dd3bd844be6abc3e59aa7d9601a
령,ㄹ,9f61,齡,나이 령(영),bb97df83e78241ad84930ba1089df5d5
령,ㄹ,59c8,姈,슬기로울 령(영),9926ecb6bc06424782adb3c5f5d936d5
령,ㄹ,53e6,另,헤어질 령(영),c162c56ad6a548088903e2353912790d
령,ㄹ,73b2,玲,옥 소리 령(영),de1dfc4e9f6f41e3ab93e1316e2e93e5
령,ㄹ,5dba,嶺,고개 령(영),5af5fdd6cd094923bdadcafdbd9f6573
령,ㄹ,9234,鈴,방울 령(영),b2c541261b8f49f9a7dadb0f3ad14422
령,ㄹ,4f36,伶,영리할 령(영),86029935886443978716a11a6b0673c0
령,ㄹ,6ce0,泠,깨우칠 령(영),33d971617ace4a0283b853569cdb552c
령,ㄹ,6624,昤,햇빛 령(영),477130d81a3643a7ba1c8f7cfc8f3faa
령,ㄹ,601c,怜,영리할 령(영),a6b4f0c610584e259cfc29f16a75f963
령,ㄹ,6faa,澪,물 이름 령(영),4a291962d6704fbd941a3d81b198cc4f
령,ㄹ,86c9,蛉,잠자리 령(영),116b20ec76104014b237f53c2dd402c1
령,ㄹ,5464,呤,속삭일 령(영),f476fc0f49cd4e38876ee84c283e2d14
령,ㄹ,82d3,苓,도꼬마리 령(영),c3c0479e366340b7abbebef126d85fcb
령,ㄹ,7fce,翎,깃 령(영),88610608845b4ac9ab979ff8bf37e835
령,ㄹ,670e,朎,영롱할 령(영),93325494d92046719be618c1fbd4e854
령,ㄹ,7b2d,笭,종다래끼 령(영),b4690188e2ad4e1eb4339ea30fc0b5a6
령,ㄹ,6b1e,欞,격자창 령(영),03e7854ecf514bfba79af4a4bb7d9278
령,ㄹ,56f9,囹,옥 령(영),7ce24dfc353142c798ea86e1ef60e9a4
령,ㄹ,5cad,岭,고개 령(영),8a9a7e2db5c64a249f14337ac23bcc76
령,ㄹ,5cba,岺,산 깊을 령(영),fc6639b54d564c59b11e98f2e70d5e94
령,ㄹ,8046,聆,들을 령(영),52345401b257411f87072aa457cf2b3e
령,ㄹ,9d12,鴒,할미새 령(영),5ca20dfb4be44680b5a0d3118df7e381
령,ㄹ,67c3,柃,나무 이름 령(영),14198f8fa9d84b62b62390da096db222
령,ㄹ,8ee8,軨,수레 난간 령(영),fe746882c718499fbf7856d5a5865ef4
령,ㄹ,79e2,秢,벼 처음 익을 령(영),0d589645e39241a6b5985db0d67348a5
령,ㄹ,9e77,鹷,소금 령(영),dfc2d1d7100c40018c14136b7b5d2363
령,ㄹ,7f9a,羚,영양 령(영),4dab0f936501415ab31e6f2ef4b24a59
례,ㄹ,4f8b,例,법식 례(예),c5c836f2372d419a93c973139f8e377b
례,ㄹ,f9b6,禮,예도 례(예),b876facc6df74a33b1ff8fdf034d1c43
례,ㄹ,79ae,禮,예도 례(예),98ac4c95da84487c84e56bd029514a81
례,ㄹ,96b7,隷,종 례(예),22291faa866748d4a1e822ff8b862938
례,ㄹ,96b8,隸,종 례(예),e4e4108f88bc4aac9647ad97a9c093b6
례,ㄹ,fa18,礼,예도 례(예),4733914727c14126823fcd603e834fd1
례,ㄹ,91b4,醴,단술 례(예),8a89c8569db54cc8a33eddf6dc7132b6
례,ㄹ,6fa7,澧,강 이름 례(예),ae5112a0aa404a7591deebe9c412ab7b
례,ㄹ,793c,礼,예도 례(예),06af10f342ee479cafa12b21b221bc05
례,ㄹ,9c67,鱧,가물치 례(예),27a3d7df0a744a1daaa4680e9510dcbe
로,ㄹ,9732,露,이슬 로(노),4baeba187fc1459c93846ff2233a68dc
로,ㄹ,8def,路,길 로(노),ef202c4f949e43c8a66205273433109d
로,ㄹ,8001,老,늙을 로(노),52a0142430b246dc9d72738368328284
로,ㄹ,52de,勞,일할 로(노),4752aba390a945f7834632a98ee4ddb1
로,ㄹ,76e7,盧,목로 로(노),316fa88b3cc2488b9c944ef9ad69b745
로,ㄹ,9b6f,魯,노둔할 로(노),5ed0253988ac404dbedce7578e439c0a
로,ㄹ,9e75,鹵,소금 로(노),1fef841c3f004646868bb9941d4217be
로,ㄹ,865c,虜,사로잡을 로(노),0ce08e49aa8444fca03117fe516f9f25
로,ㄹ,7210,爐,화로 로(노),4f1e34a662724f0aae5e3e491962c3f5
로,ㄹ,7490,璐,아름다운 옥 로(노),2052c767d747414696fbc95c8a38c0ff
로,ㄹ,9dfa,鷺,해오라기 로(노),73dec9974df243dc90c4eed577909b37
로,ㄹ,6f66,潦,큰비 오는 모양 로(노),1641cae5a8d34a82b19b8fe33a7cf123
로,ㄹ,64c4,擄,노략질할 로(노),d2e9a354668140349281a9d1a0a97b12
로,ㄹ,58da,壚,검은 석비레 로(노),911dcfb9bb90422dbfda18c159e53aa2
로,ㄹ,56a7,嚧,멧돼지 부르는 소리 로(노),6604eaaae5ec4974bbd679f077f11983
로,ㄹ,8f05,輅,수레 로(노),8ac7db208a3a443f996c55d7208925d6
로,ㄹ,8606,蘆,갈대 로(노),9d5c71d077fe444cbf06c1c71f81e2e1
로,ㄹ,6488,撈,건질 로(노),4cdbc775d41043b9b0ad1cc1871354d3
로,ㄹ,f935,蘆,갈대 로(노),aa9e4d95095f454d8cbc7bc5244aa2ce
로,ㄹ,6f87,澇,큰 물결 로(노),ba04c9980d174f7fb501e80711d1dade
로,ㄹ,6ef7,滷,소금밭 로(노),47388113e7d147b3a845f976f4c2dfae
로,ㄹ,6ad3,櫓,방패 로(노),f3f0f3840011427ebcf869a527b363fb
로,ㄹ,f936,虜,사로잡을 로(노),ac905ac3c2db40909cef203aa9a978c2
로,ㄹ,6f5e,潞,강 이름 로(노),00049fed0c504481a2ffa137385496bd
로,ㄹ,7a82,窂,우리 로(노),f00706d1dc294617a9c55f8119cb4fe7
로,ㄹ,9871,顱,머리뼈 로(노),216e837db78b49639b356542130a8142
로,ㄹ,826b,艫,뱃머리 로(노),cd27f1f93d604ca5bf17f69b85fdefbf
로,ㄹ,93f4,鏴,수레 로(노),7dc325f7da2b42a4a85d20095776b769
로,ㄹ,7646,癆,중독 로(노),2ae1cb59e5964bffb7e003abf7b3da6b
로,ㄹ,74d0,瓐,비취옥 로(노),0276509d6fba433eac00909282cdf926
로,ㄹ,9c78,鱸,농어 로(노),e2968c9e493a4f3abf14194e80bfdb59
로,ㄹ,7018,瀘,물 이름 로(노),bdb22665897742098ee96d42bbddb1cf
로,ㄹ,946a,鑪,화로 로(노),b21810f2fa9345068b71ba1ca9fa1b58
로,ㄹ,7388,玈,검을 로(노),55af47c0aea34f1dacf2e23b298fc7b5
로,ㄹ,942a,鐪,아교 그릇 로(노),90686c280efe4368b6646cd0665a4237
로,ㄹ,6ae8,櫨,두공 로(노),2907a6c513a744b68115e880199fd5f8
로,ㄹ,77d1,矑,눈동자 로(노),1a9c76543fb3424899e7445014127d86
로,ㄹ,8f64,轤,도르래 로(노),2ea039aa2a8a42e890711346338110aa
로,ㄹ,8557,蕗,감초 로(노),9396f1967d64481f9b11377484cf3280
로,ㄹ,9e15,鸕,가마우지 로(노),098975067498487c9c6811af34e5a9b1
로,ㄹ,8f64,轤,도르래 로(노),2ea039aa2a8a42e890711346338110aa
로,ㄹ,77d1,矑,눈동자 로(노),1a9c76543fb3424899e7445014127d86
로,ㄹ,3bdd,㯝,오동나무 로(노),d6638b9a8d2249b89b26237c2cb5072b
록,ㄹ,7da0,綠,푸를 록(녹),5000e6b03bef40f7b230afd0dbc7b36f
록,ㄹ,9304,錄,기록할 록(녹),6d7551d8d9b344a88ed01118be8e789d
록,ㄹ,9e7f,鹿,사슴 록(녹),8c7c5f46f20145a9a6df67315223cbc1
록,ㄹ,797f,祿,녹 록(녹),0acbbcd78b5248c28ed4195f32f65016
록,ㄹ,5f54,彔,새길 록(녹),186ba66c9a0d43768a482364e4caa0a4
록,ㄹ,9e93,麓,산기슭 록(녹),03371aa8b1e3433aabaa60918e8aa6da
록,ㄹ,788c,碌,푸른 돌 록(녹),1a8e74a1a72a4da2bdecf234194feba2
록,ㄹ,f93c,祿,녹 록(녹),0b69689ba08b4966b4f0f78138a44f18
록,ㄹ,6f09,漉,거를 록(녹),71291669a3fa412e875a0a8c54abc901
록,ㄹ,8f46,轆,도르래 록(녹),eb0524f657ef425c88fe69037a99503c
록,ㄹ,83c9,菉,조개풀 록(녹),4663041a79124e10afaf5badb95d8061
록,ㄹ,6de5,淥,밭을 록(녹),0f55668d3b374de08c2cc660a818db77
