hangul,consonant,unicode,hanja,meaning,id
생,ㅅ,751f,生,날 생,508fef60498a401b8268ca7c801464ea
생,ㅅ,7701,省,덜 생,84cb24a0d08543968da20a5c4d1f6143
생,ㅅ,7272,牲,희생 생,8a5cfa6548124370be4143a76598223d
생,ㅅ,771a,眚,흐릴 생,012960559d0945f8b2a4966ed4127e29
생,ㅅ,7b19,笙,생황 생,00bd54f7de3b47d08058b3b2c8613184
생,ㅅ,7525,甥,생질 생,15f69a5854ad4942aca8af3c9597a16c
생,ㅅ,924e,鉎,쇳녹 생,a4f93c6ac4234b7bab7840e5fb87e3cf
서,ㅅ,745e,瑞,상서 서,5256bef92c3a44e78cc207ee237dae50
서,ㅅ,66f8,書,글 서,66f01499c83943aea2e4ae98e52f7ea4
서,ㅅ,5f90,徐,천천히 할 서,2ed1e5b603564eb38c20778d51806692
서,ㅅ,5e8f,序,차례 서,a4ae05f8f6b245e3a142882225e10bab
서,ㅅ,654d,敍,차례 서,6c683f19c28e4978a77905f2b8a1d510
서,ㅅ,897f,西,서녘 서,3773993ffc5e45a892757f50d9f737db
서,ㅅ,8c6b,豫,펼 서,c8b217385a9f4430bc82d7876ca425c5
서,ㅅ,5eb6,庶,여러 서,3a9b12649fb64f96996283d3547536dc
서,ㅅ,3960,㥠,지혜 서,9db189e8d1b64df294051a87dc1db6e1
서,ㅅ,8add,諝,슬기 서,266ea9738d7c4da19aae7c686b0f3a2a
서,ㅅ,6055,恕,용서할 서,c4c0d36ec2324824a1b9d6c308dccea7
서,ㅅ,66d9,曙,새벽 서,842d02084ef545ed8332d67a47630fa2
서,ㅅ,8212,舒,펼 서,23f243b41f2248478f38cecbce1ac11c
서,ㅅ,6292,抒,풀 서,fa957a85789140c2b5bcddd22ada01ee
서,ㅅ,9f20,鼠,쥐 서,ee1bb17e67c547d29f917256c1dd4ee1
서,ㅅ,68f2,棲,깃들일 서,c4b598df99884f8184dd19edfb3eaf49
서,ㅅ,80e5,胥,서로 서/재주꾼 서,75b909d3eaf84499890d3690c0b3174f
서,ㅅ,8a93,誓,맹세할 서,510b85bf31c045bbbe2c24b3c985f0a8
서,ㅅ,7dd6,緖,실마리 서,a018f1b4596a424b93a7680adac6361d
서,ㅅ,53d9,叙,차례 서,9d99eb43789d4f0a911dd0d903cd2480
서,ㅅ,901d,逝,갈 서,43725ea38f1b42d3bfa6d0154b1397e9
서,ㅅ,58fb,壻,사위 서,7bc4cf3e4fb44cc49e964b6c780ef3e0
서,ㅅ,6816,栖,깃들일 서,109feac7f5594f49a94958be7b85ed33
서,ㅅ,9ecd,黍,기장 서,419a5255aaa74b699a7b87fc66b4b671
서,ㅅ,85c7,藇,아름다울 서,8845f9fcda8b4932aeb56b9170186087
서,ㅅ,5dbc,嶼,섬 서,63601fad925247bdba931cb6b6324712
서,ㅅ,3dc2,㷂,밝을 서,e5dd2bf18c2e4737800439e59a8f4abf
서,ㅅ,7280,犀,무소 서,4a8c8b844c1d4dbf9196f1dcc27d8635
서,ㅅ,5a7f,婿,사위 서,cad329fcfebe4ac295a8273bb19a83fb
서,ㅅ,92e4,鋤,호미 서,f7bf15cbf255410c93d16cbb0bf5940f
서,ㅅ,6495,撕,끌 서,55f2668e911e415384a8746bf83b26a1
서,ㅅ,85af,薯,마 서,724022f76d3b4c6fba7058c28c4fbd59
서,ㅅ,7d6e,絮,솜 서,9dd7b7897fb045869df6d6ecc10e3ea0
서,ㅅ,5885,墅,농막 서,969848f2c56547fca22bfd576fc0fe21
서,ㅅ,566c,噬,씹을 서,9485ea70fe644a109b8406b6af4dc3ee
서,ㅅ,5066,偦,재주 있을 서,d413b35604ce4ad3b3b1e0ff5661ed5c
서,ㅅ,6558,敘,차례 서,7410dbf161aa44d68e669c9aff6fa53b
서,ㅅ,637f,捿,깃들일 서,9e640732e87f4a09832d58f8dbfb4a58
서,ㅅ,7b6e,筮,점 서,c762c6d543d54257abd60b8d8015c95d
서,ㅅ,7d13,紓,느슨할 서,cad5a6175a404ce78910604777895909
서,ㅅ,38fd,㣽,용서할 서,89a80951288e45d8a9be4f8672d5e11a
서,ㅅ,7a30,稰,늦벼 서,921f653f837d4cafb3e09322225cfb7a
서,ㅅ,907e,遾,미칠 서,9c0bf66727864e50ae5649acba2af8f8
서,ㅅ,6086,悆,느슨해질 서,fdeeeca1b32f4c73bc58b85dbb5317a0
서,ㅅ,82a7,芧,상수리나무 서,5d0158eaa06b4545b1b79e4caebb14e3
서,ㅅ,63df,揟,고기 잡을 서,1b6c745a143b495c83e0fc2353d37a50
서,ㅅ,7e03,縃,서로 서,5ca2a5fc9a4249568b0cca5ff167c45e
서,ㅅ,924f,鉏,호미 서,81bad6f8536a4ba49e80548c22aed901
서,ㅅ,6fa8,澨,물가 서,547ad4f55f85439fb64a6dc0681d44f6
서,ㅅ,6e51,湑,거를 서,fd07d8e461bc42c8bffcce8f49d8d518
서,ㅅ,fa43,暑,더울 서,251ad811816b4787ae8c19ca698755d3
서,ㅅ,8021,耡,호미 서/도울 서,e8e3096cd3014836a429d5ae63b5b048
서,ㅅ,27a51,𧩑,슬기 서,6d1c18b9c3c948b98b38f85cac7699de
서,ㅅ,3818,㠘,섬 서,11e589c72b14408ab79282351115437e
서,ㅅ,5aec,嫬,여자의 자 서,f582e564dbcd49ca89135c577a87ddde
서,ㅅ,fa5a,署,마을 서,0bd6eca8519c48e591812816acd9c990
서,ㅅ,6948,楈,나무 이름 서,8420b42189f74484bdcf432facde34df
석,ㅅ,77f3,石,돌 석/섬 석,c34f0f30fa91496fa77efc9840c36859
석,ㅅ,91cb,釋,풀 석,e04b1c7dcccf4d87b31bf665a1b63d97
석,ㅅ,932b,錫,주석 석,00e4b9dd44fc4bbd86080f4a69864cdc
석,ㅅ,6614,昔,예 석,356a9269a8994e8a9b2b63b7a2173856
석,ㅅ,6790,析,쪼갤 석,e3a81d3ab5644f1b8fcef6938b251933
석,ㅅ,60dc,惜,아낄 석,70e71523421a4c5fa570722705dc19d0
석,ㅅ,5e2d,席,자리 석,8ac542bccd9a4c51807aa784b05a27b5
석,ㅅ,596d,奭,클 석,872812c2b2814586952cbb040593c5d7
석,ㅅ,78a9,碩,클 석,bf88b1b3a6a645609d2576ca359f1bfe
석,ㅅ,5915,夕,저녁 석,84947f067ce9442b9dc093d9b6d22f6a
석,ㅅ,6673,晳,밝을 석,5ef2334d5ba840e98edafb19cb52631f
석,ㅅ,8203,舃,신 석,23104db226584ca5bf73ad93180bf5d3
석,ㅅ,814a,腊,포 석,7180986614124f51875b0fda83099f96
석,ㅅ,6c50,汐,조수 석,21995bbc1a544cfcb245cd36ecc66631
석,ㅅ,6f5f,潟,개펄 석,17768c9653f44400b561930ca7a12567
석,ㅅ,6dc5,淅,일 석,31f1cbdf713c44e49294da4efdba7f3c
석,ㅅ,4137,䄷,섬 석,6d9f89e24f85400382b98b02b83d5c6c
석,ㅅ,84c6,蓆,자리 석,21adff056afe41f889e6720a13d54b5c
석,ㅅ,6670,晰,밝을 석,269ea7139dab4b80b115119f47dd8a46
석,ㅅ,9250,鉐,놋쇠 석,021ed9fe102948d78f0624485dc081d2
석,ㅅ,78f6,磶,주춧돌 석,e19b1a4fd0a243a58cbe68ab57e31a37
석,ㅅ,9f2b,鼫,석서 석,78ef50b5f390461ea5ea166a534102ce
석,ㅅ,8725,蜥,도마뱀 석,a2e619c10e764706a7c35bc999e1fc89
석,ㅅ,77fd,矽,규소 석,b7722629af7049048799fbab8f31f42f
석,ㅅ,892f,褯,자리 석,308f683a95e545e49470722ac7f1cbfe
선,ㅅ,5584,善,착할 선,cedb6cf90bed40be9ab4c28890081adb
선,ㅅ,5ba3,宣,베풀 선,cd5e2ef7ac20475581da4e4d6b540544
선,ㅅ,9bae,鮮,고울 선/적을 선,1a14af94ffee406f897ac0bb544b3708
선,ㅅ,5148,先,먼저 선,acd6877ff90349ddb04a585374566e2b
선,ㅅ,8239,船,배 선,ba583fd780004ee4abf20d965735fa0b
선,ㅅ,6d17,洗,깨끗할 선,5a72373484884134b977e0216000ab0a
선,ㅅ,79aa,禪,선 선/물려줄 선,1c590bcd847b4d01896d138802404a11
선,ㅅ,9078,選,가릴 선,d82b0a65a0b94c2eb09fc7022d8909aa
선,ㅅ,65cb,旋,돌 선,963f8eb68b5a4efd9748a4cbacc430c8
선,ㅅ,7dda,線,줄 선,63f3d30fc2254fefa04ccc3634e67108
선,ㅅ,4e98,亘,베풀 선,e828d86e94c04bce815c4115e2ca8332
선,ㅅ,4ed9,仙,신선 선,6622dfecac454e378b4b5f9ce42e0f1a
선,ㅅ,81b3,膳,선물 선/반찬 선,37d215c5206f4d959cce813f0731d36f
선,ㅅ,7fa8,羨,부러워할 선,79cd877fcf2d4eaabca57cdf58ae2a4b
선,ㅅ,6247,扇,부채 선,00a6f9553bf244048f5dd0c17b8cc0e1
선,ㅅ,7487,璇,옥 선,0aad05d1994c43fd85f01bdbc0684e04
선,ㅅ,717d,煽,부채질할 선,a3be1278edc449e5aed17dc10cf6938e
선,ㅅ,5b0b,嬋,고울 선,8362450f5c70493ba9190a35d462e4e3
선,ㅅ,7e55,繕,기울 선,f16b38f1676341c7856c581a0cfcf9e2
선,ㅅ,74bf,璿,구슬 선,0e18fe825ca6440782ac9a0988903916
선,ㅅ,7444,瑄,도리옥 선,2c5a061b007b45ad8c103335077714a3
선,ㅅ,6d12,洒,엄숙할 선,90f4a152c9704815b1f8cd5fcb2d2378
선,ㅅ,7fa1,羡,부러워할 선,673d6aec32524a6bb70941484c3649be
선,ㅅ,50ca,僊,신선 선,3a774c139bc448a39ab9cd91d7b4b421
선,ㅅ,73d7,珗,옥돌 선,835b66d1c5c14fdfa417eb8b34d7c90e
선,ㅅ,8a75,詵,말할 선,7ef51ab36e4145879c3495828c0bd367
선,ㅅ,87ec,蟬,매미 선,02ab4b7122a640cdb9f358028e5cb9a0
선,ㅅ,9291,銑,무쇠 선,97460987bf9345769f8344a0348b9ee3
선,ㅅ,817a,腺,샘 선,f7fab9f4d5024a7cbe511479915fa7cb
선,ㅅ,7401,琁,옥 선,e06aef70dc7e4cf3875d5699f8e05f24
선,ㅅ,5ad9,嫙,예쁠 선,d8168b7aa8d043ad883121bc8620601c
선,ㅅ,8b71,譱,착할 선,61bf59f8e3f744b6b325bdf09d9b5134
선,ㅅ,766c,癬,옴 선,c6d73b10733b4d349db654522fa672d9
선,ㅅ,3efd,㻽,아름다운 옥 선,93cb928fc6e049e89777f96d90e3e025
선,ㅅ,6103,愃,잊을 선,d5133bee572b41069892d84b6155392a
선,ㅅ,9c7b,鱻,신선할 선/드물 선,efa64594c7d041f497d49b9e98b8fd92
선,ㅅ,8de3,跣,맨발 선,9f43d0a8f1e147c6b988c88f5cd171ab
선,ㅅ,58a1,墡,백토 선,4ff733df5ead41c3831d85d730a4e297
선,ㅅ,861a,蘚,이끼 선,8ff1534c2121421f8764bfb8fa2532db
선,ㅅ,7dab,綫,줄 선,e0abe0a6a09b4c009e2f2b9816425df4
선,ㅅ,58a1,墡,백토 선,4ff733df5ead41c3831d85d730a4e297
선,ㅅ,861a,蘚,이끼 선,8ff1534c2121421f8764bfb8fa2532db
선,ㅅ,5ad9,嫙,예쁠 선,d8168b7aa8d043ad883121bc8620601c
선,ㅅ,8b71,譱,착할 선,61bf59f8e3f744b6b325bdf09d9b5134
선,ㅅ,766c,癬,옴 선,c6d73b10733b4d349db654522fa672d9
선,ㅅ,8b54,譔,가르칠 선,18d12d0ce08a4436a352f34c68c72f5e
선,ㅅ,6b5a,歚,고을 선,4e2864db016e4cc28d41ebadbb8d40e1
선,ㅅ,4062,䁢,아름다울 선,c3e8fa8ea69f49eab4032ddd6b04df11
선,ㅅ,994d,饍,반찬 선,f9b41a18b66e46da956362bb923aaf71
선,ㅅ,93c7,鏇,갈이틀 선,4b96f53c820b45be86e6d708e194e77b
선,ㅅ,79c8,秈,메벼 선,05d9ffd3b3194f52b99465756447ef48
선,ㅅ,5c1f,尟,적을 선,ad4054d374734846aa2539180a8d6bca
선,ㅅ,70cd,烍,들불 선,b080e38a037a4fecad330e8781560ecc
선,ㅅ,9a38,騸,불깔 선,c287fcddadfa4e3392c7175ad4e6a6ed
선,ㅅ,7b45,筅,솔 선,983be0c2be8c451f8b9a31256813147b
선,ㅅ,66b6,暶,밝을 선,cd108447aa044b2991eadcc53c159212
설,ㅅ,8aaa,說,말씀 설,100b3cc1fceb4f3795dac540ce42536c
설,ㅅ,96ea,雪,눈 설,313ed0711a0f4b03972ac5841f98863a
설,ㅅ,8a2d,設,베풀 설,71189d10929741f8ad844a66a389b0bb
설,ㅅ,5951,契,사람 이름 설,a3ef0c284a4b414f8211e5e5fd153fe6
설,ㅅ,820c,舌,혀 설,6e761db44cd646ccb8d7a03bdcfad229
설,ㅅ,6cc4,泄,샐 설,71d876efdb08472c9407f7b1e1df72ce
설,ㅅ,859b,薛,맑은대쑥 설,480a5753a5384d7cbcfe80f9287ca311
설,ㅅ,893b,褻,속옷 설,c621b0ea0d1d448ebec1a9d2e5dcbe75
설,ㅅ,5c51,屑,가루 설/달갑게 여길 설,26af0fb6799941cea7f208ee87513b5f
설,ㅅ,5070,偰,맑을 설,9ca8e762d0b44c51870e631e678050f8
설,ㅅ,9f67,齧,물 설,e106eebd9e7946979b9ba5d0467ede3a
설,ㅅ,6d29,洩,샐 설,ddacd1af1db94a93943a972a703d5749
설,ㅅ,5368,卨,사람 이름 설,5926a6dc7f0440339855bf250d9e4978
설,ㅅ,6e2b,渫,파낼 설,35f04ac757854933af0ecea32df31b98
설,ㅅ,6954,楔,문설주 설,d39810a729c24b1f86c8386e3310959a
설,ㅅ,850e,蔎,향기로울 설,85b9f017fd5e42fb8e98c095ff3bbd6f
설,ㅅ,67bb,枻,도지개 설,e2d2053fa4d84e1c9f3c0c4a7ac598b2
설,ㅅ,7a27,稧,볏짚 설,e9e6f21097a24b52bc2fae6edb44220f
설,ㅅ,66ac,暬,설만할 설,c3c37517be15442987e470083bb9f7c3
설,ㅅ,5a9f,媟,버릇없이 굴 설,205dfbda95664fd58da29c53e344a563
설,ㅅ,7207,爇,불사를 설,8171cc7bfcc24865a0d87a82702b88bc
설,ㅅ,789f,碟,가죽 다룰 설,c427c68752af47c0a1f224e88f993e37
설,ㅅ,63f2,揲,셀 설,1dc062f9aab24f9ba49f78cd541aaf1a
설,ㅅ,79bc,禼,사람 이름 설,366fb5a716f74a98a09d02065ef97d9e
설,ㅅ,7d32,紲,고삐 설,b5b5264ea4d64cb4a4846a9c5a308951
설,ㅅ,3a39,㨹,없앨 설,fcaf578f18f747ed9582b78d0bcb9cea
섬,ㅅ,7e96,纖,가늘 섬,5127dfb523c140c6aeb0c72b58dca5aa
섬,ㅅ,9583,閃,엿볼 섬,6990e421f1744d5cbeda968c8c92a13c
섬,ㅅ,87fe,蟾,두꺼비 섬,35b146d04573415bbb6f84272ad49441
섬,ㅅ,965d,陝,땅 이름 섬,5f4494ec55284e13982d9632e966f3f3
섬,ㅅ,97f1,韱,부추 섬,ddb7a8e8677143c5aa46dec7e5f2906d
섬,ㅅ,6bb2,殲,다 죽일 섬,84a08bd21aa841bbb9d6f0513bc82616
섬,ㅅ,66b9,暹,햇살 치밀 섬/나라 이름 섬,3fdf58fd277840ba8bcc070a695c17f6
섬,ㅅ,8b6b,譫,헛소리 섬,2c8bde1688974ca0a92bff1f3a83a988
섬,ㅅ,5261,剡,땅 이름 섬,2b40d207aaa34283aecc9327f8207e5f
섬,ㅅ,8d0d,贍,넉넉할 섬,5ae21208b15c4f6ea831de047ef253ce
섬,ㅅ,61b8,憸,간사할 섬,33811e69bfb64441b9ade19bd910bdb5
섬,ㅅ,647b,摻,가늘 섬,3185d12d76534d48a0221c92f905a25e
섬,ㅅ,929b,銛,쟁기 섬,294d255af8574d88b8082b62db92f5df
섬,ㅅ,7752,睒,언뜻 볼 섬,195ffd14071e48e2bad738f2fcee1f1e
섬,ㅅ,5b45,孅,가늘 섬,b5d1038ea9724d61a8b0ed652a98b3c8
섭,ㅅ,651d,攝,다스릴 섭/잡을 섭,6fbd0f5a1c1e4a598da54571bd195d7a
섭,ㅅ,8449,葉,,625801de06934a2492cc3e7c898a6bb7
섭,ㅅ,71ee,燮,화할 섭,6a54ce3f0c674227be9de9897261dfe8
섭,ㅅ,6d89,涉,건널 섭,c949ba306d8e462da3bb752bc34b5d94
섭,ㅅ,8076,聶,소곤거릴 섭,7593b5c3343f435ab7090e632eb09149
섭,ㅅ,f96e,葉,땅 이름 섭,f4bf0689ce4641548610ec5dd4877c0d
섭,ㅅ,8ea1,躡,밟을 섭,453412de116e4b5fbf72cc3503e836dc
섭,ㅅ,61fe,懾,두려워할 섭,23f1250203ff495f9d6306e66bce8c09
섭,ㅅ,56c1,囁,소곤거릴 섭,38045e398cfa400bbc569b2d380b077e
섭,ㅅ,8e9e,躞,걸을 섭,3c1a01e86c8c42ea8f2eb4e08450773b
섭,ㅅ,9873,顳,관자놀이 섭,b01405666b304d499742d8f3d9165d4b
섭,ㅅ,9477,鑷,족집게 섭,c456dcb586a24a3b8f0829a4a5d84d1e
섭,ㅅ,26057,𦁗,비단 섭,fbb819143b3c4149a47866fbb180400a
섭,ㅅ,3c14,㰔,삿자리 섭,8b48df3ca5fc4778ba30596978cd392d
섭,ㅅ,7044,灄,강 이름 섭,f00402e01029426f83859e5650698b52
성,ㅅ,6210,成,이룰 성,47f033740a5748daa200046b055d0acb
성,ㅅ,6027,性,성품 성,4d1ac1b28ef54f868f156e6529e9cc74
성,ㅅ,8056,聖,성인 성,eb05fde6424c411fb8668977ca0068f4
성,ㅅ,661f,星,별 성,60d7948545f7460e9f38641498fba637
성,ㅅ,59d3,姓,성씨 성,69477603490c4d489354415ecdfdace3
성,ㅅ,57ce,城,재 성,f10c5bca60b54fec9e34100fa921ec44
성,ㅅ,7701,省,살필 성,84cb24a0d08543968da20a5c4d1f6143
성,ㅅ,8aa0,誠,정성 성,acc78e4ca8004a93ba03ae6a8f23dac3
성,ㅅ,8072,聲,소리 성,df72825d98f5408493ac2033c8f5312d
성,ㅅ,76db,盛,성할 성,f1f1244c953f4adebf5aa47aabcfa36b
성,ㅅ,665f,晟,밝을 성,c6c38f0163394ffb82ff7f45a31275ca
성,ㅅ,9192,醒,깰 성,7cfe90418446437796dff3f3476fb38c
성,ㅅ,80dc,胜,비릴 성,408cd21475484419a400e0f657067817
성,ㅅ,60fa,惺,깨달을 성,8a7a87fe632349c89c4763b8421d1299
성,ㅅ,5a0d,娍,아름다울 성,640266ed0a8f462f9fdadc5e975122a7
성,ㅅ,7446,瑆,옥빛 성,9a7fc92a9a0041f5bd7c62d5c4908936
성,ㅅ,6660,晠,밝을 성,f594cd213ebd4ac8bf9ccaf605f730bc
성,ㅅ,8165,腥,비릴 성,42f2b6adffed455798c192b05028f27b
성,ㅅ,9a02,騂,붉은 말 성,d739aa904f3f4cd98cd2f757f7fb212c
성,ㅅ,8cb9,貹,재물 성,5aa2d1075b5145609349f81d9b938bda
성,ㅅ,7329,猩,성성이 성,94822551568e4812a0c8669e3094a469
성,ㅅ,73f9,珹,옥 이름 성,3faecb25f9ec4cf28da08f50cbdab716
성,ㅅ,5bac,宬,서고 성,9f7d2e976d34479e988ca18f078d1c3a
성,ㅅ,7b6c,筬,바디 성,dac87cfcd39b45869b346dd4611fa441
성,ㅅ,2f9cf,誠,정성 성,8af8b2f244ed49c19413ddfaa24ea9fa
성,ㅅ,265a4,𦖤,귀 밝을 성,2d1014f66deb453f8b1cb754a96fadbf
성,ㅅ,faa7,盛,성할 성,67ae357b292e4cd1a9007a7e8326e48f
성,ㅅ,2f8b2,成,이룰 성,19d49f032bb54eb6986b24fb48d83596
성,ㅅ,2f852,城,재 성,d14c96d003be461c8ec0ee694a247c48
세,ㅅ,4e16,世,인간 세/대 세,63e4ea55ea664da7a6c9d9699adf707e
세,ㅅ,6b72,歲,해 세,b73bc125dd914c398b7683bf8f378572
세,ㅅ,52e2,勢,형세 세,c373c6cb28ab4b0a89f140d4a2fc81be
세,ㅅ,8aaa,說,달랠 세,100b3cc1fceb4f3795dac540ce42536c
세,ㅅ,6d17,洗,씻을 세,5a72373484884134b977e0216000ab0a
세,ㅅ,7d30,細,가늘 세,fe032b9d56074bc7877e67a4cc53b349
세,ㅅ,5f57,彗,,98d67c0318904a37ad7e01c475471486
세,ㅅ,7a05,稅,세금 세,935cca9e449b45e1a4059309472c9be2
세,ㅅ,6d12,洒,씻을 세,90f4a152c9704815b1f8cd5fcb2d2378
세,ㅅ,8cb0,貰,세낼 세,d31696d7a2534b1bb16f3b5b91f297ad
세,ㅅ,5fd5,忕,익숙해질 세,5ec1d1ed348d4b6090014d480cf82b9c
세,ㅅ,5e28,帨,수건 세,d640fdda22dc4291b172a1712173ea49
세,ㅅ,86fb,蛻,허물 세,ebf0efb81f034ae0b58a311cfc4c365a
세,ㅅ,7b39,笹,조릿대 세,ce5ee91e152745ca9c7ce1ebac775914
세,ㅅ,7e50,繐,베 세,2e64a86f819b476f814b71914aca9087
세,ㅅ,92b4,銴,구리 녹 날 세,e4d67f101acc4f91a2ffc81fef2044db
세,ㅅ,6d97,涗,잿물 세,70afaa1bc12f4261b6d9e6049cea5477
세,ㅅ,21727,𡜧,조용할 세,b493ea713f3949e3b0368e4cc6769c7a
소,ㅅ,7d20,素,본디 소/흴 소,d16e6665e5f943be80491da2e2d0f3d4
소,ㅅ,6240,所,바 소,ad40e85d81244743a66d84a7ed08e1cc
소,ㅅ,758f,疏,소통할 소,008757dc6a364546ae4363d73f82332d
소,ㅅ,5c0f,小,작을 소,7032506d00fc4ffca3f653c0b64f7d01
소,ㅅ,662d,昭,밝을 소,0fbefe4d9b834c9da27483750aacd8d4
소,ㅅ,7b11,笑,웃음 소,1e4b37f0d017469d923935f8265c0f8e
소,ㅅ,5c11,少,적을 소/젊을 소,a05f47594f7149bfac617ca8c8c34da9
소,ㅅ,6d88,消,사라질 소,a94fab3ff6f34f0b88588b60f5f62708
소,ㅅ,8607,蘇,차조기 소,4b8e312f89544bb284bc336955dbb1f8
소,ㅅ,53ec,召,부를 소,dd0db6a7b71a4571b791ddf0651227e9
소,ㅅ,71d2,燒,불사를 소,c5486288bdf9459b9723b6a7fcbec6bb
소,ㅅ,8a34,訴,호소할 소,f304ed1919414364a5ee2d0c33c841a2
소,ㅅ,6383,掃,쓸 소,cde61cc757a8411b8964d47b09bea39a
소,ㅅ,758e,疎,성길 소,f54dba8695584c1f9f17077092bf7bb9
소,ㅅ,9a37,騷,떠들 소,d73918dc54f845d39c1d2b133de75fb3
소,ㅅ,5bb5,宵,밤 소,b6ae18963ca14bdd8850ec7182e6e777
소,ㅅ,6414,搔,긁을 소,2cdf713a31c74f12ab55ca18d4f3967a
소,ㅅ,7d39,紹,이을 소,99ebd648684045dcac137da672361164
소,ㅅ,9704,霄,하늘 소,9c51a18bdfe1415b83bb6cb07105bb95
소,ㅅ,97f6,韶,풍류 이름 소,771647ffc4a24f13a905e3f134bed364
소,ㅅ,856d,蕭,맑은대쑥 소,be430c91b769475b98fb37a5408449ae
소,ㅅ,5de2,巢,새집 소,2624aa69e76448e782ce1c871b0e6fbf
소,ㅅ,70a4,炤,밝을 소,98cf0e6314944d77bc0f07b2b747869d
소,ㅅ,92b7,銷,녹일 소,b7faf0d7dae64ea0835754581e894643
소,ㅅ,5851,塑,흙 빚을 소,5f5fa1cbb35946c6a30523f3078b6463
소,ㅅ,900d,逍,노닐 소,5c68e5c60fde4b228b5ff9efaa531653
소,ㅅ,90b5,邵,땅 이름 소,82faa042a58f49a796c595f1857fe6a1
소,ㅅ,5372,卲,높을 소,58aefb8bec604f8e957b14a2e203ac15
소,ㅅ,7526,甦,깨어날 소/긁어모을 소,3be4f2c098e947098dec5e4c8a692982
소,ㅅ,562f,嘯,휘파람 불 소,8d17187bf37f4a929cda047b9ae75e80
소,ㅅ,852c,蔬,푸성귀 소,bcb0c9106242498baec981c95212e653
소,ㅅ,9061,遡,거스를 소,75ee1c66411c4c20aa4d827c785713b1
소,ㅅ,54b2,咲,웃음 소,3f021c0a59a54351ab8973e6c8c14e4f
소,ㅅ,6cbc,沼,못 소,44508f4098eb42f6b47dcaf35ee7bdbf
소,ㅅ,701f,瀟,맑고 깊을 소,89d0242c9ca74db7bb781f57f918f23e
소,ㅅ,612c,愬,하소연할 소,5f7dd612cfc74a5596482d6aabdf21a6
소,ㅅ,52ad,劭,힘쓸 소,bc5ec02321f74edd9ec9bc0965badf3b
소,ㅅ,7a4c,穌,깨어날 소/긁어모을 소,c131806c571741dcad753e07fa6f2c9f
소,ㅅ,612b,愫,정성 소,aeebffc71d7e4419ab6ef8af9fad8674
소,ㅅ,6eaf,溯,거슬러 올라갈 소,e365602d1cbc43a5acc1b1ae62886af1
소,ㅅ,52ad,劭,힘쓸 소,bc5ec02321f74edd9ec9bc0965badf3b
소,ㅅ,7a4c,穌,깨어날 소/긁어모을 소,c131806c571741dcad753e07fa6f2c9f
소,ㅅ,73bf,玿,아름다운 옥 소,d692769537894f7e9593160bd3ac6d62
소,ㅅ,9165,酥,연유 소,600a6df6bac74f9787e6f8e34a2d687f
소,ㅅ,7c2b,簫,퉁소 소,811e5a47e50a48fe8b0c8415f5f77cb4
소,ㅅ,6cdd,泝,거슬러 올라갈 소,c98e94f203894c43bbc358f4a9081c8b
소,ㅅ,7619,瘙,피부병 소,9c828398ab0e4d4dbe00c4b7669be7de
소,ㅅ,7e45,繅,고치 켤 소,e74fd81a58204a1d8e86b0ad1da653cd
소,ㅅ,57fd,埽,쓸 소,9f404bb87af94a7da144324c89e8e8a6
소,ㅅ,7485,璅,옥돌 소,16dd58081f904b4d9a3ecc17b8ead45e
소,ㅅ,634e,捎,덜 소,9ed3f7dadded4edf94e192ba86afec06
소,ㅅ,4a2d,䨭,하늘 소,0d285e90c115461e83cf096dec42d6dc
소,ㅅ,7be0,篠,조릿대 소,7c2a8b5db06948c09269ab8a2490ad41
소,ㅅ,67d6,柖,흔들릴 소,fd483cf6c88d4a09ae77734a6366eb76
소,ㅅ,4618,䘘,깨끗할 소,5bda9d53d14141538086f0f469ceceba
소,ㅅ,86f8,蛸,갈거미 소,c85dd23619314de7925dc11c627b4299
소,ㅅ,5083,傃,향할 소,0cdd7ead7b424aaf922283fb65029da0
소,ㅅ,7fdb,翛,날개 찢어질 소,6a9bfb4a470c4673bfaf1395e0646bbd
소,ㅅ,8258,艘,배 소,d033d2ca2d7b4afc9ddf6de536b005d5
소,ㅅ,8186,膆,멀떠구니 소,79fea93da1cc48dea78a14953fb42d6e
소,ㅅ,55c9,嗉,모이주머니 소,bd0f6b748746423ca89f5ca9bbd83819
소,ㅅ,7107,焇,녹일 소,b5ed72b85e844226bcc8c467ee0305bb
소,ㅅ,9bb9,鮹,문어 소,d670fd1463354459818b7185e86ff642
소,ㅅ,4f4b,佋,소목 소,17ab9454a1ca4e879d53788795581149
소,ㅅ,9b48,魈,도깨비 소,4f6770c2393b46d8a50f470e211f6dc4
소,ㅅ,6a14,樔,풀막 소,9147b489563f4b65935d26b7dfe1601c
소,ㅅ,5850,塐,흙 빚을 소,be32a2f155734c1995faf0efe62ba637
소,ㅅ,7b71,筱,가는 대 소,39c880f2c972416aac2798969f5879a6
소,ㅅ,4d1b,䴛,소금 소,4404b49ea5a44cfbbc1b5cae0b056c5d
소,ㅅ,7bbe,箾,퉁소 소,71ecf18d08cd4b1fbd3f0385f2bda5da
속,ㅅ,5c6c,屬,무리 속,c79dd4d49bad4685ba37a63a1127244b
속,ㅅ,675f,束,묶을 속/약속할 속,012f46bb3b534915bc1e6518cded100e
속,ㅅ,7e8c,續,이을 속,59aeba039cfa4bbfb55f0fda5bb82ba0
